namespace,container,pod,cpu,cpu_timestamp,memory,memory_timestamp
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.683512,1711986176807,3.805184e+06,1711986176807
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,21.969981,1711986176778,9.59488e+07,1711986176778
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.128391,1711986176696,2.9696e+06,1711986176696
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,21.811379,1711986176716,9.5059968e+07,1711986176716
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,7.78404,1711986176636,9.412608e+06,1711986176636
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.134077,1711986176696,3.60448e+06,1711986176696
kube-system,storage-provisioner,storage-provisioner,8.358623,1711986176132,1.6580608e+07,1711986176132
social-network,text-service,text-service-76cf6557f7-zxtdn,0.035963,1711986176888,2.322432e+06,1711986176888
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.034302,1711986176807,2.121728e+06,1711986176807
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.681611,1711986176625,5.718016e+06,1711986176625
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,22.032321,1711986176695,1.9120128e+08,1711986176695
social-network,url-shorten-service,url-shorten-service-6d8bbf75f8-dgrh6,0.136531,1711986176780,3.284992e+06,1711986176780
social-network,user-memcached,user-memcached-67b7d46c5b-gsgk4,0.709263,1711986176764,1.284096e+07,1711986176764
social-network,user-mention-service,user-mention-service-764c7d97c5-7rw64,0.039661,1711986176822,2.8672e+06,1711986176822
social-network,user-mongodb,user-mongodb-86bb4559d-nmlch,21.951017,1711986176741,1.07638784e+08,1711986176741
social-network,user-service,user-service-74685b9465-8qlhb,0.134937,1711986176702,3.182592e+06,1711986176702
social-network,user-timeline-mongodb,user-timeline-mongodb-687f6576fb-m94rm,21.746741,1711986176826,9.8299904e+07,1711986176826
social-network,user-timeline-redis,user-timeline-redis-6bf758cc4f-5mndw,7.833703,1711986176740,7.397376e+06,1711986176740
social-network,user-timeline-service,user-timeline-service-65d5766796-2wnnp,0.14644,1711986176745,1.5314944e+07,1711986176745
social-network,compose-post-service,compose-post-service-866f6d7b74-hl962,0.038936,1711986182210,2.39616e+06,1711986182210
kube-system,coredns,coredns-5d78c9869d-lcldh,8.005306,1711986181825,6.299648e+07,1711986181825
kube-system,etcd,etcd-minikube,80.622826,1711986181961,1.14130944e+08,1711986181961
social-network,home-timeline-redis,home-timeline-redis-7994f7cb85-d89c9,7.771352,1711986182214,1.394688e+07,1711986182214
social-network,home-timeline-service,home-timeline-service-bbc9bdd7b-cndcg,0.035455,1711986182231,2.830336e+06,1711986182231
social-network,jaeger,jaeger-7455bdbc47-jchjt,1.296045,1711986181995,5.1130368e+07,1711986181995
kube-system,kube-apiserver,kube-apiserver-minikube,162.260046,1711986182084,4.03582976e+08,1711986182084
kube-system,kube-controller-manager,kube-controller-manager-minikube,63.231542,1711986181921,1.52559616e+08,1711986181921
kube-system,kube-proxy,kube-proxy-p8wcq,1.971091,1711986182086,7.0135808e+07,1711986182086
kube-system,kube-scheduler,kube-scheduler-minikube,12.012486,1711986181905,8.2239488e+07,1711986181905
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.035416,1711986182658,2.535424e+07,1711986182658
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.68523,1711986182144,3.80928e+06,1711986182144
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,21.72379,1711986182190,9.5408128e+07,1711986182190
social-network,media-service,media-service-7848df64c4-74h8s,0.034262,1711986182200,2.076672e+06,1711986182200
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.211906,1711986182492,3.4033664e+07,1711986182492
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.684004,1711986182202,3.805184e+06,1711986182202
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,21.988945,1711986182150,9.59488e+07,1711986182150
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.128406,1711986182210,2.9696e+06,1711986182210
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,21.82944,1711986182271,9.5059968e+07,1711986182271
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,7.790994,1711986182139,9.412608e+06,1711986182139
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.134093,1711986182176,3.60448e+06,1711986182176
kube-system,storage-provisioner,storage-provisioner,8.364507,1711986181840,1.6572416e+07,1711986181840
social-network,text-service,text-service-76cf6557f7-zxtdn,0.035981,1711986182240,2.322432e+06,1711986182240
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.034318,1711986182234,2.121728e+06,1711986182234
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.682213,1711986182177,5.718016e+06,1711986182177
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,22.052875,1711986182280,1.9120128e+08,1711986182280
social-network,url-shorten-service,url-shorten-service-6d8bbf75f8-dgrh6,0.136531,1711986181259,3.284992e+06,1711986181259
social-network,user-memcached,user-memcached-67b7d46c5b-gsgk4,0.710056,1711986182087,1.284096e+07,1711986182087
social-network,user-mention-service,user-mention-service-764c7d97c5-7rw64,0.039683,1711986182271,2.8672e+06,1711986182271
social-network,user-mongodb,user-mongodb-86bb4559d-nmlch,21.966935,1711986182234,1.07638784e+08,1711986182234
social-network,user-service,user-service-74685b9465-8qlhb,0.134937,1711986182220,3.182592e+06,1711986182220
social-network,user-timeline-mongodb,user-timeline-mongodb-687f6576fb-m94rm,21.763044,1711986182254,9.8299904e+07,1711986182254
social-network,user-timeline-redis,user-timeline-redis-6bf758cc4f-5mndw,7.840796,1711986182176,7.397376e+06,1711986182176
social-network,user-timeline-service,user-timeline-service-65d5766796-2wnnp,0.14644,1711986182234,1.5314944e+07,1711986182234
social-network,compose-post-service,compose-post-service-866f6d7b74-hl962,0.038951,1711986187252,2.39616e+06,1711986187252
kube-system,coredns,coredns-5d78c9869d-lcldh,8.0097,1711986186774,6.299648e+07,1711986186774
kube-system,etcd,etcd-minikube,80.680115,1711986187004,1.14139136e+08,1711986187004
social-network,home-timeline-redis,home-timeline-redis-7994f7cb85-d89c9,7.776709,1711986187593,1.394688e+07,1711986187593
social-network,home-timeline-service,home-timeline-service-bbc9bdd7b-cndcg,0.035473,1711986187625,2.830336e+06,1711986187625
social-network,jaeger,jaeger-7455bdbc47-jchjt,1.296984,1711986186969,5.1130368e+07,1711986186969
kube-system,kube-apiserver,kube-apiserver-minikube,162.38128,1711986187345,4.03582976e+08,1711986187345
kube-system,kube-controller-manager,kube-controller-manager-minikube,63.268875,1711986186821,1.52559616e+08,1711986186821
kube-system,kube-proxy,kube-proxy-p8wcq,1.97143,1711986187404,7.0135808e+07,1711986187404
kube-system,kube-scheduler,kube-scheduler-minikube,12.019762,1711986187080,8.2239488e+07,1711986187080
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.035416,1711986188055,2.535424e+07,1711986188055
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.685866,1711986187450,3.80928e+06,1711986187450
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,21.742095,1711986187693,9.5408128e+07,1711986187693
social-network,media-service,media-service-7848df64c4-74h8s,0.034262,1711986187312,2.076672e+06,1711986187312
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.211906,1711986187898,3.4033664e+07,1711986187898
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.684534,1711986187599,3.805184e+06,1711986187599
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,22.003171,1711986187566,9.59488e+07,1711986187566
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.128525,1711986187419,2.9696e+06,1711986187419
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,21.847459,1711986187575,9.506816e+07,1711986187575
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,7.79561,1711986187231,9.412608e+06,1711986187231
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.134232,1711986187566,3.60448e+06,1711986187566
kube-system,storage-provisioner,storage-provisioner,8.369631,1711986186893,1.6584704e+07,1711986186893
social-network,text-service,text-service-76cf6557f7-zxtdn,0.035981,1711986187205,2.322432e+06,1711986187205
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.034318,1711986187571,2.121728e+06,1711986187571
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.682664,1711986187300,5.718016e+06,1711986187300
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,22.072532,1711986187414,1.9120128e+08,1711986187414
social-network,url-shorten-service,url-shorten-service-6d8bbf75f8-dgrh6,0.136641,1711986187439,3.284992e+06,1711986187439
social-network,user-memcached,user-memcached-67b7d46c5b-gsgk4,0.710634,1711986187416,1.284096e+07,1711986187416
social-network,user-mention-service,user-mention-service-764c7d97c5-7rw64,0.039683,1711986187444,2.8672e+06,1711986187444
social-network,user-mongodb,user-mongodb-86bb4559d-nmlch,21.984607,1711986187220,1.07638784e+08,1711986187220
social-network,user-service,user-service-74685b9465-8qlhb,0.135031,1711986187686,3.182592e+06,1711986187686
social-network,user-timeline-mongodb,user-timeline-mongodb-687f6576fb-m94rm,21.776388,1711986187252,9.8299904e+07,1711986187252
social-network,user-timeline-redis,user-timeline-redis-6bf758cc4f-5mndw,7.848011,1711986187445,7.397376e+06,1711986187445
social-network,user-timeline-service,user-timeline-service-65d5766796-2wnnp,0.146549,1711986187444,1.5314944e+07,1711986187444
social-network,compose-post-service,compose-post-service-866f6d7b74-hl962,0.038966,1711986192279,2.39616e+06,1711986192279
kube-system,coredns,coredns-5d78c9869d-lcldh,8.01506,1711986191920,6.299648e+07,1711986191920
kube-system,etcd,etcd-minikube,80.729974,1711986191944,1.14151424e+08,1711986191944
social-network,home-timeline-redis,home-timeline-redis-7994f7cb85-d89c9,7.782232,1711986192092,1.394688e+07,1711986192092
social-network,home-timeline-service,home-timeline-service-bbc9bdd7b-cndcg,0.035486,1711986192273,2.830336e+06,1711986192273
social-network,jaeger,jaeger-7455bdbc47-jchjt,1.297696,1711986191953,5.1130368e+07,1711986191953
kube-system,kube-apiserver,kube-apiserver-minikube,162.482045,1711986192105,4.03582976e+08,1711986192105
kube-system,kube-controller-manager,kube-controller-manager-minikube,63.313224,1711986191984,1.52559616e+08,1711986191984
kube-system,kube-proxy,kube-proxy-p8wcq,1.971561,1711986191979,7.0135808e+07,1711986191979
kube-system,kube-scheduler,kube-scheduler-minikube,12.030157,1711986192086,8.2239488e+07,1711986192086
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.035416,1711986192729,2.535424e+07,1711986192729
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.686439,1711986192243,3.80928e+06,1711986192243
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,21.753223,1711986192184,9.5408128e+07,1711986192184
social-network,media-service,media-service-7848df64c4-74h8s,0.03428,1711986192226,2.076672e+06,1711986192226
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.21227,1711986192519,3.4033664e+07,1711986192519
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.684939,1711986192167,3.805184e+06,1711986192167
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,22.018531,1711986192294,9.59488e+07,1711986192294
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.128541,1711986192167,2.9696e+06,1711986192167
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,21.858804,1711986192243,9.5059968e+07,1711986192243
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,7.800911,1711986192183,9.412608e+06,1711986192183
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.134246,1711986192244,3.60448e+06,1711986192244
kube-system,storage-provisioner,storage-provisioner,8.375091,1711986192057,1.6580608e+07,1711986192057
social-network,text-service,text-service-76cf6557f7-zxtdn,0.03599,1711986192226,2.322432e+06,1711986192226
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.034318,1711986191331,2.121728e+06,1711986191331
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.683166,1711986192203,5.718016e+06,1711986192203
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,22.087087,1711986192286,1.9120128e+08,1711986192286
social-network,url-shorten-service,url-shorten-service-6d8bbf75f8-dgrh6,0.136652,1711986192182,3.284992e+06,1711986192182
social-network,user-memcached,user-memcached-67b7d46c5b-gsgk4,0.711185,1711986192144,1.284096e+07,1711986192144
social-network,user-mention-service,user-mention-service-764c7d97c5-7rw64,0.039696,1711986192197,2.8672e+06,1711986192197
social-network,user-mongodb,user-mongodb-86bb4559d-nmlch,21.997048,1711986192242,1.07638784e+08,1711986192242
social-network,user-service,user-service-74685b9465-8qlhb,0.135044,1711986192296,3.182592e+06,1711986192296
social-network,user-timeline-mongodb,user-timeline-mongodb-687f6576fb-m94rm,21.794472,1711986192272,9.8299904e+07,1711986192272
social-network,user-timeline-redis,user-timeline-redis-6bf758cc4f-5mndw,7.853442,1711986192109,7.397376e+06,1711986192109
social-network,user-timeline-service,user-timeline-service-65d5766796-2wnnp,0.146549,1711986192310,1.5314944e+07,1711986192310
social-network,compose-post-service,compose-post-service-866f6d7b74-hl962,0.038966,1711986197145,2.39616e+06,1711986197145
kube-system,coredns,coredns-5d78c9869d-lcldh,8.020412,1711986196873,6.299648e+07,1711986196873
kube-system,etcd,etcd-minikube,80.797492,1711986196965,1.14147328e+08,1711986196965
social-network,home-timeline-redis,home-timeline-redis-7994f7cb85-d89c9,7.78733,1711986197087,1.394688e+07,1711986197087
social-network,home-timeline-service,home-timeline-service-bbc9bdd7b-cndcg,0.035486,1711986197231,2.830336e+06,1711986197231
social-network,jaeger,jaeger-7455bdbc47-jchjt,1.298596,1711986196870,5.1130368e+07,1711986196870
kube-system,kube-apiserver,kube-apiserver-minikube,162.613863,1711986197090,4.03582976e+08,1711986197090
kube-system,kube-controller-manager,kube-controller-manager-minikube,63.3534,1711986197139,1.52559616e+08,1711986197139
kube-system,kube-proxy,kube-proxy-p8wcq,1.978941,1711986197109,7.0135808e+07,1711986197109
kube-system,kube-scheduler,kube-scheduler-minikube,12.035239,1711986197140,8.2239488e+07,1711986197140
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.035416,1711986197795,2.535424e+07,1711986197795
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.686914,1711986197221,3.80928e+06,1711986197221
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,21.766248,1711986197239,9.5408128e+07,1711986197239
social-network,media-service,media-service-7848df64c4-74h8s,0.03428,1711986197222,2.076672e+06,1711986197222
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.21227,1711986197490,3.4033664e+07,1711986197490
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.685433,1711986197231,3.805184e+06,1711986197231
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,22.034837,1711986197230,9.59488e+07,1711986197230
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.128719,1711986197236,2.9696e+06,1711986197236
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,21.872624,1711986197220,9.5059968e+07,1711986197220
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,7.806255,1711986197145,9.412608e+06,1711986197145
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.134346,1711986197227,3.60448e+06,1711986197227
kube-system,storage-provisioner,storage-provisioner,8.380291,1711986196884,1.6596992e+07,1711986196884
social-network,text-service,text-service-76cf6557f7-zxtdn,0.03599,1711986197260,2.322432e+06,1711986197260
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.034332,1711986197248,2.121728e+06,1711986197248
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.683631,1711986197173,5.718016e+06,1711986197173
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,22.106137,1711986197260,1.9120128e+08,1711986197260
social-network,url-shorten-service,url-shorten-service-6d8bbf75f8-dgrh6,0.136789,1711986197253,3.284992e+06,1711986197253
social-network,user-memcached,user-memcached-67b7d46c5b-gsgk4,0.711649,1711986197142,1.284096e+07,1711986197142
social-network,user-mention-service,user-mention-service-764c7d97c5-7rw64,0.039696,1711986197243,2.8672e+06,1711986197243
social-network,user-mongodb,user-mongodb-86bb4559d-nmlch,22.01841,1711986197145,1.07638784e+08,1711986197145
social-network,user-service,user-service-74685b9465-8qlhb,0.135192,1711986196301,3.182592e+06,1711986196301
social-network,user-timeline-mongodb,user-timeline-mongodb-687f6576fb-m94rm,21.810268,1711986197253,9.8299904e+07,1711986197253
social-network,user-timeline-redis,user-timeline-redis-6bf758cc4f-5mndw,7.858932,1711986197234,7.397376e+06,1711986197234
social-network,user-timeline-service,user-timeline-service-65d5766796-2wnnp,0.146671,1711986197221,1.5314944e+07,1711986197221
social-network,compose-post-service,compose-post-service-866f6d7b74-hl962,0.038966,1711986202234,2.39616e+06,1711986202234
kube-system,coredns,coredns-5d78c9869d-lcldh,8.026741,1711986201933,6.299648e+07,1711986201933
kube-system,etcd,etcd-minikube,80.839999,1711986201934,1.1415552e+08,1711986201934
social-network,home-timeline-redis,home-timeline-redis-7994f7cb85-d89c9,7.791882,1711986202166,1.394688e+07,1711986202166
social-network,home-timeline-service,home-timeline-service-bbc9bdd7b-cndcg,0.035486,1711986202140,2.830336e+06,1711986202140
social-network,jaeger,jaeger-7455bdbc47-jchjt,1.305108,1711986201913,5.1130368e+07,1711986201913
kube-system,kube-apiserver,kube-apiserver-minikube,162.698658,1711986201980,4.03582976e+08,1711986201980
kube-system,kube-controller-manager,kube-controller-manager-minikube,63.392623,1711986202113,1.52559616e+08,1711986202113
kube-system,kube-proxy,kube-proxy-p8wcq,1.979122,1711986201944,7.0135808e+07,1711986201944
kube-system,kube-scheduler,kube-scheduler-minikube,12.047831,1711986202134,8.2239488e+07,1711986202134
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.035416,1711986202711,2.535424e+07,1711986202711
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.687483,1711986202247,3.80928e+06,1711986202247
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,21.784183,1711986202204,9.5408128e+07,1711986202204
social-network,media-service,media-service-7848df64c4-74h8s,0.034295,1711986202214,2.076672e+06,1711986202214
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.212412,1711986202502,3.4033664e+07,1711986202502
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.686038,1711986202111,3.805184e+06,1711986202111
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,22.054259,1711986202194,9.59488e+07,1711986202194
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.128735,1711986202294,2.9696e+06,1711986202294
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,21.889118,1711986202294,9.5059968e+07,1711986202294
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,7.810915,1711986202049,9.412608e+06,1711986202049
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.134359,1711986202293,3.60448e+06,1711986202293
kube-system,storage-provisioner,storage-provisioner,8.382473,1711986200836,1.6596992e+07,1711986200836
social-network,text-service,text-service-76cf6557f7-zxtdn,0.036005,1711986202210,2.322432e+06,1711986202210
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.034349,1711986202280,2.121728e+06,1711986202280
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.684037,1711986202220,5.718016e+06,1711986202220
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,22.119297,1711986202269,1.9120128e+08,1711986202269
social-network,url-shorten-service,url-shorten-service-6d8bbf75f8-dgrh6,0.136789,1711986201282,3.284992e+06,1711986201282
social-network,user-memcached,user-memcached-67b7d46c5b-gsgk4,0.712045,1711986202134,1.284096e+07,1711986202134
social-network,user-mention-service,user-mention-service-764c7d97c5-7rw64,0.039711,1711986202269,2.8672e+06,1711986202269
social-network,user-mongodb,user-mongodb-86bb4559d-nmlch,22.031503,1711986202247,1.07638784e+08,1711986202247
social-network,user-service,user-service-74685b9465-8qlhb,0.135192,1711986202212,3.182592e+06,1711986202212
social-network,user-timeline-mongodb,user-timeline-mongodb-687f6576fb-m94rm,21.830327,1711986202189,9.8299904e+07,1711986202189
social-network,user-timeline-redis,user-timeline-redis-6bf758cc4f-5mndw,7.864476,1711986202247,7.397376e+06,1711986202247
social-network,user-timeline-service,user-timeline-service-65d5766796-2wnnp,0.146671,1711986202189,1.5314944e+07,1711986202189
social-network,compose-post-service,compose-post-service-866f6d7b74-hl962,0.03898,1711986207215,2.39616e+06,1711986207215
kube-system,coredns,coredns-5d78c9869d-lcldh,8.029736,1711986205810,6.3000576e+07,1711986205810
kube-system,etcd,etcd-minikube,80.931753,1711986207009,1.14159616e+08,1711986207009
social-network,home-timeline-redis,home-timeline-redis-7994f7cb85-d89c9,7.796628,1711986207118,1.394688e+07,1711986207118
social-network,home-timeline-service,home-timeline-service-bbc9bdd7b-cndcg,0.035486,1711986207220,2.830336e+06,1711986207220
social-network,jaeger,jaeger-7455bdbc47-jchjt,1.305622,1711986206938,5.1130368e+07,1711986206938
kube-system,kube-apiserver,kube-apiserver-minikube,162.820043,1711986206944,4.03582976e+08,1711986206944
kube-system,kube-controller-manager,kube-controller-manager-minikube,63.43519,1711986207092,1.52559616e+08,1711986207092
kube-system,kube-proxy,kube-proxy-p8wcq,1.979305,1711986207154,7.0135808e+07,1711986207154
kube-system,kube-scheduler,kube-scheduler-minikube,12.053862,1711986207108,8.2239488e+07,1711986207108
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.035416,1711986207721,2.535424e+07,1711986207721
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.687947,1711986207108,3.80928e+06,1711986207108
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,21.797622,1711986207159,9.5408128e+07,1711986207159
social-network,media-service,media-service-7848df64c4-74h8s,0.034295,1711986207160,2.076672e+06,1711986207160
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.212412,1711986207526,3.4033664e+07,1711986207526
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.686743,1711986207182,3.805184e+06,1711986207182
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,22.069485,1711986207217,9.59488e+07,1711986207217
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.128847,1711986207243,2.9696e+06,1711986207243
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,21.901654,1711986207277,9.5059968e+07,1711986207277
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,7.816516,1711986207107,9.412608e+06,1711986207107
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.134499,1711986207304,3.60448e+06,1711986207304
kube-system,storage-provisioner,storage-provisioner,8.388005,1711986206872,1.6596992e+07,1711986206872
social-network,text-service,text-service-76cf6557f7-zxtdn,0.036005,1711986207174,2.322432e+06,1711986207174
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.034349,1711986207133,2.121728e+06,1711986207133
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.684474,1711986207103,5.718016e+06,1711986207103
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,22.134069,1711986207244,1.91205376e+08,1711986207244
social-network,url-shorten-service,url-shorten-service-6d8bbf75f8-dgrh6,0.136907,1711986207202,3.284992e+06,1711986207202
social-network,user-memcached,user-memcached-67b7d46c5b-gsgk4,0.712484,1711986207083,1.284096e+07,1711986207083
social-network,user-mention-service,user-mention-service-764c7d97c5-7rw64,0.039711,1711986207252,2.8672e+06,1711986207252
social-network,user-mongodb,user-mongodb-86bb4559d-nmlch,22.047972,1711986207217,1.0764288e+08,1711986207217
social-network,user-service,user-service-74685b9465-8qlhb,0.135342,1711986207201,3.182592e+06,1711986207201
social-network,user-timeline-mongodb,user-timeline-mongodb-687f6576fb-m94rm,21.843471,1711986207221,9.8299904e+07,1711986207221
social-network,user-timeline-redis,user-timeline-redis-6bf758cc4f-5mndw,7.870274,1711986207217,7.397376e+06,1711986207217
social-network,user-timeline-service,user-timeline-service-65d5766796-2wnnp,0.146974,1711986207220,1.5314944e+07,1711986207220
social-network,compose-post-service,compose-post-service-866f6d7b74-hl962,0.03898,1711986212061,2.39616e+06,1711986212061
kube-system,coredns,coredns-5d78c9869d-lcldh,8.035201,1711986211688,6.299648e+07,1711986211688
kube-system,etcd,etcd-minikube,80.976189,1711986211470,1.14159616e+08,1711986211470
social-network,home-timeline-redis,home-timeline-redis-7994f7cb85-d89c9,7.800578,1711986211989,1.394688e+07,1711986211989
social-network,home-timeline-service,home-timeline-service-bbc9bdd7b-cndcg,0.035486,1711986212071,2.830336e+06,1711986212071
social-network,jaeger,jaeger-7455bdbc47-jchjt,1.306053,1711986210892,5.1130368e+07,1711986210892
kube-system,kube-apiserver,kube-apiserver-minikube,163.001934,1711986211556,4.03582976e+08,1711986211556
kube-system,kube-controller-manager,kube-controller-manager-minikube,63.492355,1711986211821,1.52559616e+08,1711986211821
kube-system,kube-proxy,kube-proxy-p8wcq,1.979414,1711986211163,7.0135808e+07,1711986211163
kube-system,kube-scheduler,kube-scheduler-minikube,12.066623,1711986211312,8.2239488e+07,1711986211312
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.035416,1711986212493,2.535424e+07,1711986212493
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.688459,1711986211955,3.80928e+06,1711986211955
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,21.810743,1711986211820,9.5412224e+07,1711986211820
social-network,media-service,media-service-7848df64c4-74h8s,0.034295,1711986212002,2.076672e+06,1711986212002
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.212694,1711986212185,3.4033664e+07,1711986212185
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.687276,1711986211990,3.805184e+06,1711986211990
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,22.084127,1711986212059,9.5952896e+07,1711986212059
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.128847,1711986211913,2.9696e+06,1711986211913
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,21.9145,1711986211620,9.5064064e+07,1711986211620
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,7.82155,1711986212001,9.412608e+06,1711986212001
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.134499,1711986212060,3.60448e+06,1711986212060
kube-system,storage-provisioner,storage-provisioner,8.40578,1711986211228,1.6596992e+07,1711986211228
social-network,text-service,text-service-76cf6557f7-zxtdn,0.036005,1711986211369,2.322432e+06,1711986211369
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.034349,1711986212045,2.121728e+06,1711986212045
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.684871,1711986211665,5.718016e+06,1711986211665
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,22.146583,1711986211450,1.91205376e+08,1711986211450
