namespace,container,pod,cpu,cpu_timestamp,memory,memory_timestamp
social-network,jaeger,jaeger-7455bdbc47-jchjt,0.349845,1711969400556,4.2950656e+07,1711969400556
kube-system,kube-apiserver,kube-apiserver-minikube,43.422196,1711969400758,3.74562816e+08,1711969400758
kube-system,kube-controller-manager,kube-controller-manager-minikube,17.619374,1711969400650,1.3299712e+08,1711969400650
kube-system,kube-proxy,kube-proxy-p8wcq,0.770071,1711969400710,7.0623232e+07,1711969400710
kube-system,kube-scheduler,kube-scheduler-minikube,3.433842,1711969400713,7.0230016e+07,1711969400713
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.036101,1711969401458,2.5214976e+07,1711969401458
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.199715,1711969400865,8.024064e+06,1711969400865
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,5.716333,1711969400919,7.1155712e+07,1711969400919
social-network,media-service,media-service-7848df64c4-74h8s,0.024859,1711969400999,2.080768e+06,1711969400999
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.090278,1711969401280,3.3923072e+07,1711969401280
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.183343,1711969400855,1.712128e+06,1711969400855
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,5.809338,1711969400898,7.4223616e+07,1711969400898
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.053058,1711969400940,2.985984e+06,1711969400940
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,6.002069,1711969400861,8.312832e+07,1711969400861
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,1.973925,1711969400768,1.7772544e+07,1711969400768
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.055587,1711969400934,3.600384e+06,1711969400934
kube-system,storage-provisioner,storage-provisioner,1.700435,1711969400676,1.6879616e+07,1711969400676
social-network,text-service,text-service-76cf6557f7-zxtdn,0.030404,1711969400931,7.51616e+06,1711969400931
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.022128,1711969400885,2.154496e+06,1711969400885
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.197768,1711969400811,1.712128e+06,1711969400811
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,5.891962,1711969400984,7.4518528e+07,1711969400984
social-network,url-shorten-service,url-shorten-service-6d8bbf75f8-dgrh6,0.054997,1711969400864,5.738496e+06,1711969400864
social-network,user-memcached,user-memcached-67b7d46c5b-gsgk4,0.202059,1711969400816,7.000064e+06,1711969400816
social-network,user-mention-service,user-mention-service-764c7d97c5-7rw64,0.031699,1711969400967,2.777088e+06,1711969400967
social-network,user-mongodb,user-mongodb-86bb4559d-nmlch,5.924473,1711969400973,1.60354304e+08,1711969400973
social-network,user-service,user-service-74685b9465-8qlhb,0.056074,1711969400968,6.90176e+06,1711969400968
social-network,user-timeline-mongodb,user-timeline-mongodb-687f6576fb-m94rm,5.959672,1711969400865,7.620608e+07,1711969400865
social-network,user-timeline-redis,user-timeline-redis-6bf758cc4f-5mndw,1.962573,1711969399812,6.311936e+06,1711969399812
social-network,user-timeline-service,user-timeline-service-65d5766796-2wnnp,0.057167,1711969400999,3.330048e+06,1711969400999
social-network,compose-post-service,compose-post-service-866f6d7b74-hl962,0.026886,1711969405969,2.39616e+06,1711969405969
kube-system,coredns,coredns-5d78c9869d-lcldh,2.075662,1711969405584,6.2967808e+07,1711969405584
kube-system,etcd,etcd-minikube,20.231253,1711969405754,8.7957504e+07,1711969405754
social-network,home-timeline-redis,home-timeline-redis-7994f7cb85-d89c9,1.97822,1711969405866,6.316032e+06,1711969405866
social-network,home-timeline-service,home-timeline-service-bbc9bdd7b-cndcg,0.030365,1711969405962,2.822144e+06,1711969405962
social-network,jaeger,jaeger-7455bdbc47-jchjt,0.350487,1711969405839,4.2950656e+07,1711969405839
kube-system,kube-apiserver,kube-apiserver-minikube,43.538149,1711969405788,3.74562816e+08,1711969405788
kube-system,kube-controller-manager,kube-controller-manager-minikube,17.659537,1711969405913,1.3299712e+08,1711969405913
kube-system,kube-proxy,kube-proxy-p8wcq,0.77014,1711969405824,7.0623232e+07,1711969405824
kube-system,kube-scheduler,kube-scheduler-minikube,3.438881,1711969405789,7.0230016e+07,1711969405789
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.036101,1711969406456,2.5214976e+07,1711969406456
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.200133,1711969405864,8.024064e+06,1711969405864
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,5.736166,1711969405959,7.09632e+07,1711969405959
social-network,media-service,media-service-7848df64c4-74h8s,0.024859,1711969405969,2.080768e+06,1711969405969
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.090278,1711969406257,3.3923072e+07,1711969406257
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.183961,1711969405926,1.712128e+06,1711969405926
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,5.825494,1711969405973,7.4031104e+07,1711969405973
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.053058,1711969405911,2.985984e+06,1711969405911
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,6.018226,1711969405974,8.2935808e+07,1711969405974
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,1.979723,1711969405960,1.7772544e+07,1711969405960
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.055587,1711969405944,3.600384e+06,1711969405944
kube-system,storage-provisioner,storage-provisioner,1.705349,1711969405604,1.6896e+07,1711969405604
social-network,text-service,text-service-76cf6557f7-zxtdn,0.030404,1711969406000,7.51616e+06,1711969406000
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.022128,1711969405969,2.154496e+06,1711969405969
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.198664,1711969405876,1.712128e+06,1711969405876
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,5.911423,1711969405886,7.4522624e+07,1711969405886
social-network,url-shorten-service,url-shorten-service-6d8bbf75f8-dgrh6,0.054997,1711969405973,5.738496e+06,1711969405973
social-network,user-memcached,user-memcached-67b7d46c5b-gsgk4,0.202723,1711969405847,7.000064e+06,1711969405847
social-network,user-mention-service,user-mention-service-764c7d97c5-7rw64,0.031699,1711969406014,2.777088e+06,1711969406014
social-network,user-mongodb,user-mongodb-86bb4559d-nmlch,5.940047,1711969405887,1.60161792e+08,1711969405887
social-network,user-service,user-service-74685b9465-8qlhb,0.056074,1711969405012,6.90176e+06,1711969405012
social-network,user-timeline-mongodb,user-timeline-mongodb-687f6576fb-m94rm,5.976835,1711969405906,7.6013568e+07,1711969405906
social-network,user-timeline-redis,user-timeline-redis-6bf758cc4f-5mndw,1.968487,1711969405866,6.311936e+06,1711969405866
social-network,user-timeline-service,user-timeline-service-65d5766796-2wnnp,0.057167,1711969405864,3.330048e+06,1711969405864
social-network,compose-post-service,compose-post-service-866f6d7b74-hl962,0.0269,1711969410990,2.39616e+06,1711969410990
kube-system,coredns,coredns-5d78c9869d-lcldh,2.080835,1711969410556,6.2967808e+07,1711969410556
kube-system,etcd,etcd-minikube,20.290029,1711969410670,8.79616e+07,1711969410670
social-network,home-timeline-redis,home-timeline-redis-7994f7cb85-d89c9,1.985192,1711969410868,6.316032e+06,1711969410868
social-network,home-timeline-service,home-timeline-service-bbc9bdd7b-cndcg,0.030384,1711969410093,2.822144e+06,1711969410093
social-network,jaeger,jaeger-7455bdbc47-jchjt,0.351201,1711969410555,4.2950656e+07,1711969410555
kube-system,kube-apiserver,kube-apiserver-minikube,43.647341,1711969410620,3.74566912e+08,1711969410620
kube-system,kube-controller-manager,kube-controller-manager-minikube,17.695457,1711969410712,1.3299712e+08,1711969410712
kube-system,kube-proxy,kube-proxy-p8wcq,0.77204,1711969410664,7.0623232e+07,1711969410664
kube-system,kube-scheduler,kube-scheduler-minikube,3.450069,1711969410709,7.0230016e+07,1711969410709
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.036101,1711969411425,2.5214976e+07,1711969411425
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.200562,1711969410969,8.024064e+06,1711969410969
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,5.750927,1711969410898,7.09632e+07,1711969410898
social-network,media-service,media-service-7848df64c4-74h8s,0.024874,1711969410901,2.080768e+06,1711969410901
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.09052,1711969411227,3.3923072e+07,1711969411227
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.184424,1711969410818,1.712128e+06,1711969410818
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,5.844503,1711969410990,7.4031104e+07,1711969410990
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.053225,1711969411008,2.985984e+06,1711969411008
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,6.036038,1711969410983,8.2935808e+07,1711969410983
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,1.986314,1711969410802,1.7772544e+07,1711969410802
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.055727,1711969410964,3.600384e+06,1711969410964
kube-system,storage-provisioner,storage-provisioner,1.708274,1711969410581,1.6912384e+07,1711969410581
social-network,text-service,text-service-76cf6557f7-zxtdn,0.030442,1711969410913,7.51616e+06,1711969410913
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.022144,1711969410983,2.154496e+06,1711969410983
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.199298,1711969410848,1.712128e+06,1711969410848
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,5.929805,1711969411025,7.4522624e+07,1711969411025
social-network,url-shorten-service,url-shorten-service-6d8bbf75f8-dgrh6,0.055149,1711969410928,5.738496e+06,1711969410928
social-network,user-memcached,user-memcached-67b7d46c5b-gsgk4,0.203329,1711969410940,7.000064e+06,1711969410940
social-network,user-mention-service,user-mention-service-764c7d97c5-7rw64,0.031716,1711969410964,2.777088e+06,1711969410964
social-network,user-mongodb,user-mongodb-86bb4559d-nmlch,5.957718,1711969410858,1.60165888e+08,1711969410858
social-network,user-service,user-service-74685b9465-8qlhb,0.056196,1711969410913,6.90176e+06,1711969410913
social-network,user-timeline-mongodb,user-timeline-mongodb-687f6576fb-m94rm,5.992729,1711969410853,7.6013568e+07,1711969410853
social-network,user-timeline-redis,user-timeline-redis-6bf758cc4f-5mndw,1.974207,1711969410817,6.311936e+06,1711969410817
social-network,user-timeline-service,user-timeline-service-65d5766796-2wnnp,0.057402,1711969410998,3.330048e+06,1711969410998
social-network,compose-post-service,compose-post-service-866f6d7b74-hl962,0.0269,1711969416177,2.39616e+06,1711969416177
kube-system,coredns,coredns-5d78c9869d-lcldh,2.085905,1711969415814,6.2967808e+07,1711969415814
kube-system,etcd,etcd-minikube,20.34339,1711969415906,8.7969792e+07,1711969415906
social-network,home-timeline-redis,home-timeline-redis-7994f7cb85-d89c9,1.991351,1711969415995,6.316032e+06,1711969415995
social-network,home-timeline-service,home-timeline-service-bbc9bdd7b-cndcg,0.030384,1711969416177,2.822144e+06,1711969416177
social-network,jaeger,jaeger-7455bdbc47-jchjt,0.351738,1711969415396,4.2950656e+07,1711969415396
kube-system,kube-apiserver,kube-apiserver-minikube,43.766661,1711969415985,3.74566912e+08,1711969415985
kube-system,kube-controller-manager,kube-controller-manager-minikube,17.738709,1711969415667,1.3299712e+08,1711969415667
kube-system,kube-proxy,kube-proxy-p8wcq,0.772216,1711969415514,7.0623232e+07,1711969415514
kube-system,kube-scheduler,kube-scheduler-minikube,3.45502,1711969415418,7.0230016e+07,1711969415418
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.036101,1711969416776,2.5214976e+07,1711969416776
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.200965,1711969415898,8.024064e+06,1711969415898
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,5.771885,1711969415917,7.1069696e+07,1711969415917
social-network,media-service,media-service-7848df64c4-74h8s,0.024874,1711969416211,2.080768e+06,1711969416211
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.09052,1711969416502,3.3923072e+07,1711969416502
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.184823,1711969416078,1.712128e+06,1711969416078
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,5.863276,1711969416229,7.4067968e+07,1711969416229
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.053225,1711969416019,2.985984e+06,1711969416019
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,6.057495,1711969416189,8.2972672e+07,1711969416189
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,1.991593,1711969415675,1.7772544e+07,1711969415675
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.055727,1711969416260,3.600384e+06,1711969416260
kube-system,storage-provisioner,storage-provisioner,1.713187,1711969415566,1.6928768e+07,1711969415566
social-network,text-service,text-service-76cf6557f7-zxtdn,0.030442,1711969416015,7.51616e+06,1711969416015
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.022144,1711969415976,2.154496e+06,1711969415976
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.199889,1711969415580,1.712128e+06,1711969415580
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,5.949772,1711969416152,7.462912e+07,1711969416152
social-network,url-shorten-service,url-shorten-service-6d8bbf75f8-dgrh6,0.055149,1711969415928,5.738496e+06,1711969415928
social-network,user-memcached,user-memcached-67b7d46c5b-gsgk4,0.203678,1711969415906,7.000064e+06,1711969415906
social-network,user-mention-service,user-mention-service-764c7d97c5-7rw64,0.031716,1711969416087,2.777088e+06,1711969416087
social-network,user-mongodb,user-mongodb-86bb4559d-nmlch,5.979125,1711969416191,1.60198656e+08,1711969416191
social-network,user-service,user-service-74685b9465-8qlhb,0.056196,1711969416263,6.90176e+06,1711969416263
social-network,user-timeline-mongodb,user-timeline-mongodb-687f6576fb-m94rm,6.01615,1711969416247,7.6050432e+07,1711969416247
social-network,user-timeline-redis,user-timeline-redis-6bf758cc4f-5mndw,1.979945,1711969415930,6.311936e+06,1711969415930
social-network,user-timeline-service,user-timeline-service-65d5766796-2wnnp,0.057402,1711969415909,3.330048e+06,1711969415909
social-network,compose-post-service,compose-post-service-866f6d7b74-hl962,0.026914,1711969421014,2.39616e+06,1711969421014
kube-system,coredns,coredns-5d78c9869d-lcldh,2.090069,1711969420550,6.2967808e+07,1711969420550
kube-system,etcd,etcd-minikube,20.399189,1711969420641,8.7973888e+07,1711969420641
social-network,home-timeline-redis,home-timeline-redis-7994f7cb85-d89c9,1.996616,1711969420920,6.316032e+06,1711969420920
social-network,home-timeline-service,home-timeline-service-bbc9bdd7b-cndcg,0.030392,1711969420898,2.822144e+06,1711969420898
social-network,jaeger,jaeger-7455bdbc47-jchjt,0.352587,1711969420619,4.2950656e+07,1711969420619
kube-system,kube-apiserver,kube-apiserver-minikube,43.872381,1711969420874,3.74566912e+08,1711969420874
kube-system,kube-controller-manager,kube-controller-manager-minikube,17.794319,1711969420732,1.33001216e+08,1711969420732
kube-system,kube-proxy,kube-proxy-p8wcq,0.772763,1711969420814,7.0623232e+07,1711969420814
kube-system,kube-scheduler,kube-scheduler-minikube,3.464841,1711969420631,7.0230016e+07,1711969420631
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.036101,1711969421425,2.5214976e+07,1711969421425
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.201573,1711969420892,8.024064e+06,1711969420892
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,5.786884,1711969420917,7.1069696e+07,1711969420917
social-network,media-service,media-service-7848df64c4-74h8s,0.02489,1711969420971,2.080768e+06,1711969420971
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.091303,1711969421293,3.3923072e+07,1711969421293
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.185318,1711969420814,1.712128e+06,1711969420814
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,5.878426,1711969420930,7.4067968e+07,1711969420930
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.053368,1711969420981,2.985984e+06,1711969420981
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,6.072796,1711969420970,8.2972672e+07,1711969420970
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,1.999442,1711969420898,1.7772544e+07,1711969420898
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.055895,1711969420966,3.600384e+06,1711969420966
kube-system,storage-provisioner,storage-provisioner,1.716717,1711969420796,1.6969728e+07,1711969420796
social-network,text-service,text-service-76cf6557f7-zxtdn,0.030455,1711969420899,7.51616e+06,1711969420899
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.022159,1711969420920,2.154496e+06,1711969420920
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.200368,1711969420842,1.712128e+06,1711969420842
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,5.962469,1711969419966,7.462912e+07,1711969419966
social-network,url-shorten-service,url-shorten-service-6d8bbf75f8-dgrh6,0.055256,1711969420893,5.738496e+06,1711969420893
social-network,user-memcached,user-memcached-67b7d46c5b-gsgk4,0.204259,1711969420818,7.000064e+06,1711969420818
social-network,user-mention-service,user-mention-service-764c7d97c5-7rw64,0.031719,1711969420936,2.777088e+06,1711969420936
social-network,user-mongodb,user-mongodb-86bb4559d-nmlch,5.99503,1711969420973,1.60198656e+08,1711969420973
social-network,user-service,user-service-74685b9465-8qlhb,0.056316,1711969421006,6.90176e+06,1711969421006
social-network,user-timeline-mongodb,user-timeline-mongodb-687f6576fb-m94rm,6.031495,1711969420891,7.6050432e+07,1711969420891
social-network,user-timeline-redis,user-timeline-redis-6bf758cc4f-5mndw,1.984889,1711969420861,6.311936e+06,1711969420861
social-network,user-timeline-service,user-timeline-service-65d5766796-2wnnp,0.057513,1711969420948,3.330048e+06,1711969420948
social-network,compose-post-service,compose-post-service-866f6d7b74-hl962,0.026914,1711969426006,2.39616e+06,1711969426006
kube-system,coredns,coredns-5d78c9869d-lcldh,2.095789,1711969425534,6.2967808e+07,1711969425534
kube-system,etcd,etcd-minikube,20.461991,1711969425677,8.7977984e+07,1711969425677
social-network,home-timeline-redis,home-timeline-redis-7994f7cb85-d89c9,2.002035,1711969425826,6.316032e+06,1711969425826
social-network,home-timeline-service,home-timeline-service-bbc9bdd7b-cndcg,0.030392,1711969425957,2.822144e+06,1711969425957
social-network,jaeger,jaeger-7455bdbc47-jchjt,0.353229,1711969425634,4.2950656e+07,1711969425634
kube-system,kube-apiserver,kube-apiserver-minikube,43.998331,1711969425663,3.74566912e+08,1711969425663
kube-system,kube-controller-manager,kube-controller-manager-minikube,17.842527,1711969425816,1.33005312e+08,1711969425816
kube-system,kube-proxy,kube-proxy-p8wcq,0.77303,1711969425663,7.0623232e+07,1711969425663
kube-system,kube-scheduler,kube-scheduler-minikube,3.469993,1711969425735,7.0230016e+07,1711969425735
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.036101,1711969426441,2.5214976e+07,1711969426441
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.20198,1711969425869,8.024064e+06,1711969425869
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,5.806135,1711969426012,7.3170944e+07,1711969426012
social-network,media-service,media-service-7848df64c4-74h8s,0.02489,1711969426040,2.080768e+06,1711969426040
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.091303,1711969426256,3.3923072e+07,1711969426256
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.185774,1711969425884,1.712128e+06,1711969425884
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,5.899668,1711969425934,7.6189696e+07,1711969425934
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.053368,1711969425958,2.985984e+06,1711969425958
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,6.093929,1711969425983,8.507392e+07,1711969425983
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,2.005371,1711969425978,1.7772544e+07,1711969425978
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.055895,1711969425864,3.600384e+06,1711969425864
kube-system,storage-provisioner,storage-provisioner,1.722655,1711969425702,1.6986112e+07,1711969425702
social-network,text-service,text-service-76cf6557f7-zxtdn,0.030455,1711969425928,7.51616e+06,1711969425928
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.022159,1711969425977,2.154496e+06,1711969425977
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.200812,1711969425758,1.712128e+06,1711969425758
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,5.988507,1711969426017,7.4694656e+07,1711969426017
social-network,url-shorten-service,url-shorten-service-6d8bbf75f8-dgrh6,0.055256,1711969426023,5.738496e+06,1711969426023
social-network,user-memcached,user-memcached-67b7d46c5b-gsgk4,0.204694,1711969425944,7.000064e+06,1711969425944
social-network,user-mention-service,user-mention-service-764c7d97c5-7rw64,0.031719,1711969425037,2.777088e+06,1711969425037
social-network,user-mongodb,user-mongodb-86bb4559d-nmlch,6.017369,1711969425817,1.62299904e+08,1711969425817
social-network,user-service,user-service-74685b9465-8qlhb,0.056316,1711969425927,6.90176e+06,1711969425927
social-network,user-timeline-mongodb,user-timeline-mongodb-687f6576fb-m94rm,6.052615,1711969425986,7.815168e+07,1711969425986
social-network,user-timeline-redis,user-timeline-redis-6bf758cc4f-5mndw,1.990613,1711969425977,6.311936e+06,1711969425977
social-network,user-timeline-service,user-timeline-service-65d5766796-2wnnp,0.057513,1711969426006,3.330048e+06,1711969426006
social-network,compose-post-service,compose-post-service-866f6d7b74-hl962,0.026927,1711969431056,2.39616e+06,1711969431056
kube-system,coredns,coredns-5d78c9869d-lcldh,2.100314,1711969430656,6.2967808e+07,1711969430656
kube-system,etcd,etcd-minikube,20.500509,1711969429643,8.7986176e+07,1711969429643
social-network,home-timeline-redis,home-timeline-redis-7994f7cb85-d89c9,2.007406,1711969430951,6.316032e+06,1711969430951
social-network,home-timeline-service,home-timeline-service-bbc9bdd7b-cndcg,0.030444,1711969431105,2.822144e+06,1711969431105
social-network,jaeger,jaeger-7455bdbc47-jchjt,0.353838,1711969430541,4.2950656e+07,1711969430541
kube-system,kube-apiserver,kube-apiserver-minikube,44.099192,1711969430712,3.74566912e+08,1711969430712
kube-system,kube-controller-manager,kube-controller-manager-minikube,17.876689,1711969430711,1.33005312e+08,1711969430711
kube-system,kube-proxy,kube-proxy-p8wcq,0.773203,1711969430814,7.0623232e+07,1711969430814
kube-system,kube-scheduler,kube-scheduler-minikube,3.479304,1711969430666,7.0230016e+07,1711969430666
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.036101,1711969431573,2.5214976e+07,1711969431573
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.202387,1711969431060,8.024064e+06,1711969431060
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,5.821112,1711969430952,7.3170944e+07,1711969430952
social-network,media-service,media-service-7848df64c4-74h8s,0.024902,1711969431070,2.080768e+06,1711969431070
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.0916,1711969431391,3.3923072e+07,1711969431391
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.186297,1711969430953,1.712128e+06,1711969430953
social-network,post-storage-mongodb,post-storage-mongodb-5d7bfcd455-t6sdz,5.915223,1711969430949,7.6189696e+07,1711969430949
social-network,post-storage-service,post-storage-service-84b659876c-7tt26,0.053501,1711969430939,2.985984e+06,1711969430939
social-network,social-graph-mongodb,social-graph-mongodb-78b95799d7-856w7,6.110723,1711969431056,8.507392e+07,1711969431056
social-network,social-graph-redis,social-graph-redis-7d9b494f66-px74j,2.010979,1711969431001,1.7772544e+07,1711969431001
social-network,social-graph-service,social-graph-service-55b7888dc7-b6jzj,0.056253,1711969431000,3.600384e+06,1711969431000
kube-system,storage-provisioner,storage-provisioner,1.726329,1711969430531,1.7010688e+07,1711969430531
social-network,text-service,text-service-76cf6557f7-zxtdn,0.030467,1711969431086,7.51616e+06,1711969431086
social-network,unique-id-service,unique-id-service-6b88dd4658-fzx7l,0.022173,1711969431048,2.154496e+06,1711969431048
social-network,url-shorten-memcached,url-shorten-memcached-55d47ccc88-7qv4c,0.201223,1711969431010,1.712128e+06,1711969431010
social-network,url-shorten-mongodb,url-shorten-mongodb-5697666656-cj7vm,6.005573,1711969431052,7.4694656e+07,1711969431052
social-network,url-shorten-service,url-shorten-service-6d8bbf75f8-dgrh6,0.055385,1711969431064,5.738496e+06,1711969431064
social-network,user-memcached,user-memcached-67b7d46c5b-gsgk4,0.205124,1711969430908,7.000064e+06,1711969430908
social-network,user-mention-service,user-mention-service-764c7d97c5-7rw64,0.031735,1711969431015,2.777088e+06,1711969431015
social-network,user-mongodb,user-mongodb-86bb4559d-nmlch,6.035078,1711969430971,1.62299904e+08,1711969430971
social-network,user-service,user-service-74685b9465-8qlhb,0.056481,1711969431016,6.90176e+06,1711969431016
social-network,user-timeline-mongodb,user-timeline-mongodb-687f6576fb-m94rm,6.067277,1711969431085,7.815168e+07,1711969431085
social-network,user-timeline-redis,user-timeline-redis-6bf758cc4f-5mndw,1.996989,1711969430980,6.311936e+06,1711969430980
social-network,user-timeline-service,user-timeline-service-65d5766796-2wnnp,0.05764,1711969431043,3.330048e+06,1711969431043
social-network,compose-post-service,compose-post-service-866f6d7b74-hl962,0.026927,1711969436063,2.39616e+06,1711969436063
kube-system,coredns,coredns-5d78c9869d-lcldh,2.106123,1711969435685,6.2967808e+07,1711969435685
kube-system,etcd,etcd-minikube,20.584898,1711969435856,9.0218496e+07,1711969435856
social-network,home-timeline-redis,home-timeline-redis-7994f7cb85-d89c9,2.013468,1711969435920,6.316032e+06,1711969435920
social-network,home-timeline-service,home-timeline-service-bbc9bdd7b-cndcg,0.030444,1711969436063,2.822144e+06,1711969436063
social-network,jaeger,jaeger-7455bdbc47-jchjt,0.35449,1711969435628,4.2950656e+07,1711969435628
kube-system,kube-apiserver,kube-apiserver-minikube,44.217996,1711969435651,3.74571008e+08,1711969435651
kube-system,kube-controller-manager,kube-controller-manager-minikube,17.915484,1711969435735,1.33005312e+08,1711969435735
kube-system,kube-proxy,kube-proxy-p8wcq,0.773308,1711969435948,7.0623232e+07,1711969435948
kube-system,kube-scheduler,kube-scheduler-minikube,3.486313,1711969435750,7.0230016e+07,1711969435750
social-network,media-frontend,media-frontend-7f4999dcd-n64xn,0.036101,1711969436541,2.5214976e+07,1711969436541
social-network,media-memcached,media-memcached-7c887f8cc6-l5q56,0.202983,1711969435954,8.024064e+06,1711969435954
social-network,media-mongodb,media-mongodb-cb6857b9f-gwf5w,5.841572,1711969436047,7.317504e+07,1711969436047
social-network,media-service,media-service-7848df64c4-74h8s,0.024902,1711969436054,2.080768e+06,1711969436054
social-network,nginx-thrift,nginx-thrift-57fdb4c4f9-qn6tv,0.0916,1711969435457,3.3923072e+07,1711969435457
social-network,post-storage-memcached,post-storage-memcached-675b5c57bd-smb49,0.186875,1711969435990,1.712128e+06,1711969435990
